"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] CompanyNameComparatorLevenshteinSimilarity record1Value","[0] CompanyNameComparatorLevenshteinSimilarity record2Value","[0] CompanyNameComparatorLevenshteinSimilarity record1PreprocessedValue","[0] CompanyNameComparatorLevenshteinSimilarity record2PreprocessedValue","[0] CompanyNameComparatorLevenshteinSimilarity similarity","[0] CompanyNameComparatorLevenshteinSimilarity postproccesedSimilarity"
"WekaMatchingRule","dbpedia_340","7.1m_1304","1.0","1","Cracker Barrel","cracker barrel","Cracker Barrel","cracker barrel","1.0","1.0"
"WekaMatchingRule","dbpedia_6279","7.1m_1649","1.0","1","McAfee","mcafee","McAfee","mcafee","1.0","1.0"
"WekaMatchingRule","dbpedia_2026","7.1m_29346","0.0109375",,"Precigen","propiamente","Precigen","propiamente","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","dbpedia_6187","7.1m_1880",,"0","Olympus Corporation","bose corporation","Olympus Corporation","bose corporation","0.631578947368421","0.631578947368421"
"WekaMatchingRule","dbpedia_3787","7.1m_1307","1.0","1","Millicom","millicom","Millicom","millicom","1.0","1.0"
"WekaMatchingRule","dbpedia_1612","7.1m_1085","1.0","1","Coca-Cola Enterprises","coca-cola enterprises","Coca-Cola Enterprises","coca-cola enterprises","1.0","1.0"
"WekaMatchingRule","dbpedia_3667","7.1m_317",,"0","Hutchinson Builders","akzonobel","Hutchinson Builders","akzonobel","0.21052631578947367","0.21052631578947367"
"WekaMatchingRule","dbpedia_4098","7.1m_25","1.0","1","Capgemini","capgemini","Capgemini","capgemini","1.0","1.0"
"WekaMatchingRule","dbpedia_735","7.1m_420","1.0","1","Aviva","aviva","Aviva","aviva","1.0","1.0"
"WekaMatchingRule","dbpedia_3131","7.1m_1117","1.0","1","GlobalFoundries","globalfoundries","GlobalFoundries","globalfoundries","1.0","1.0"
"WekaMatchingRule","dbpedia_301","7.1m_113","1.0","1","CVS Health","cvs health","CVS Health","cvs health","1.0","1.0"
"WekaMatchingRule","dbpedia_5935","7.1m_186",,"0","Statnett","jacobs","Statnett","jacobs","0.125","0.125"
"WekaMatchingRule","dbpedia_2478","7.1m_922","0.0109375","0","Owler","owner","Owler","owner","0.8","0.8"
"WekaMatchingRule","dbpedia_2394","7.1m_1252","1.0","1","Beckman Coulter","beckman coulter","Beckman Coulter","beckman coulter","1.0","1.0"
"WekaMatchingRule","dbpedia_360","7.1m_316",,"0","LG Corporation","ncr corporation","LG Corporation","ncr corporation","0.8","0.8"
"WekaMatchingRule","dbpedia_3058","7.1m_182",,"1","Mary Kay","mary kay inc.","Mary Kay","mary kay inc.","0.6153846153846154","0.6153846153846154"
"WekaMatchingRule","dbpedia_5140","7.1m_171",,"0","SFR","anz","SFR","anz","0.0","0.0"
"WekaMatchingRule","dbpedia_3412","7.1m_316","1.0","1","NCR Corporation","ncr corporation","NCR Corporation","ncr corporation","1.0","1.0"
"WekaMatchingRule","dbpedia_3193","7.1m_209",,"0","TDC Holding A/S","h&r block","TDC Holding A/S","h&r block","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","dbpedia_700","7.1m_59",,"0","Embraer","american center of krasnodar","Embraer","american center of krasnodar","0.1785714285714286","0.1785714285714286"
"WekaMatchingRule","dbpedia_4783","7.1m_388",,"0","Roper Technologies","indite technologies","Roper Technologies","indite technologies","0.6842105263157895","0.6842105263157895"
"WekaMatchingRule","dbpedia_3564","7.1m_74",,"0","Wind (Italy)","ge","Wind (Italy)","ge","0.0","0.0"
"WekaMatchingRule","dbpedia_4221","7.1m_1292",,"0","Freudenberg Group","hcr manorcare","Freudenberg Group","hcr manorcare","0.17647058823529416","0.17647058823529416"
"WekaMatchingRule","dbpedia_1480","7.1m_743",,"0","Gander RV","mtn","Gander RV","mtn","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_212","7.1m_1442",,"0","Red Lobster","johns hopkins hospital","Red Lobster","johns hopkins hospital","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","dbpedia_5912","7.1m_1355",,"0","NIO (car company)","tu delft","NIO (car company)","tu delft","0.05882352941176472","0.05882352941176472"
"WekaMatchingRule","dbpedia_3209","7.1m_517","1.0","1","Telenor","telenor","Telenor","telenor","1.0","1.0"
"WekaMatchingRule","dbpedia_4585","7.1m_411",,"0","Bloomberg L.P.","progressive insurance","Bloomberg L.P.","progressive insurance","0.09523809523809523","0.09523809523809523"
"WekaMatchingRule","dbpedia_3","7.1m_840",,"0","APA Corporation","harris corporation","APA Corporation","harris corporation","0.7222222222222222","0.7222222222222222"
"WekaMatchingRule","dbpedia_6362","7.1m_981",,"0","BATM Advanced Communications","tata communications","BATM Advanced Communications","tata communications","0.6428571428571428","0.6428571428571428"
"WekaMatchingRule","dbpedia_6301","7.1m_1633","1.0","1","T. Rowe Price","t. rowe price","T. Rowe Price","t. rowe price","1.0","1.0"
"WekaMatchingRule","dbpedia_1868","7.1m_1571",,"0","Kombiverkehr","university of michigan health system","Kombiverkehr","university of michigan health system","0.13888888888888884","0.13888888888888884"
"WekaMatchingRule","dbpedia_3299","7.1m_816",,"0","SatCon Technology Corporation","sandvik","SatCon Technology Corporation","sandvik","0.13793103448275867","0.13793103448275867"
"WekaMatchingRule","dbpedia_5248","7.1m_234","1.0","1","Boehringer Ingelheim","boehringer ingelheim","Boehringer Ingelheim","boehringer ingelheim","1.0","1.0"
"WekaMatchingRule","dbpedia_5717","7.1m_1792",,"0","ABM Industries","shaw industries","ABM Industries","shaw industries","0.7333333333333334","0.7333333333333334"
"WekaMatchingRule","dbpedia_2174","7.1m_1172",,"0","Yellow Corporation","flowserve corporation","Yellow Corporation","flowserve corporation","0.6190476190476191","0.6190476190476191"
"WekaMatchingRule","dbpedia_6083","7.1m_14",,"0","Changhong Technology","deloitte","Changhong Technology","deloitte","0.15000000000000002","0.15000000000000002"
"WekaMatchingRule","dbpedia_2906","7.1m_1296",,"0","Crossmark","allianz insurance","Crossmark","allianz insurance","0.11764705882352944","0.11764705882352944"
"WekaMatchingRule","dbpedia_6822","7.1m_77411","0.0109375",,"OneSpan","onekreate","OneSpan","onekreate","0.4444444444444444","0.4444444444444444"
"WekaMatchingRule","dbpedia_3298","7.1m_105195","0.0109375",,"Senvion","serrala","Senvion","serrala","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","dbpedia_4060","7.1m_60439","0.0109375",,"Newmont","netcetera","Newmont","netcetera","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","dbpedia_4042","7.1m_457",,"0","Phocas Software","adecco group","Phocas Software","adecco group","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","dbpedia_247","7.1m_1713",,"0","Apotex","john lewis","Apotex","john lewis","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","dbpedia_6908","7.1m_88524","0.0109375",,"Tegra Incorporadora","terarecon, inc.","Tegra Incorporadora","terarecon, inc.","0.3157894736842105","0.3157894736842105"
"WekaMatchingRule","dbpedia_5947","7.1m_800",,"0","Zale Corporation","urs corporation","Zale Corporation","urs corporation","0.75","0.75"
"WekaMatchingRule","dbpedia_4126","7.1m_120623","0.0109375",,"Consolidated Communications","corlaer college","Consolidated Communications","corlaer college","0.2962962962962963","0.2962962962962963"
"WekaMatchingRule","dbpedia_3744","7.1m_815",,"0","Iasis Healthcare","uwv","Iasis Healthcare","uwv","0.0","0.0"
"WekaMatchingRule","dbpedia_984","7.1m_128",,"0","Credit Saison","credit suisse","Credit Saison","credit suisse","0.7692307692307692","0.7692307692307692"
"WekaMatchingRule","dbpedia_3998","7.1m_48296","0.0109375",,"Hesburger","hensoldt","Hesburger","hensoldt","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","dbpedia_668","7.1m_1033",,"0","Target Corporation","kmart corporation","Target Corporation","kmart corporation","0.7777777777777778","0.7777777777777778"
"WekaMatchingRule","dbpedia_6042","7.1m_1931","1.0","1","Kinder Morgan","kinder morgan","Kinder Morgan","kinder morgan","1.0","1.0"
"WekaMatchingRule","dbpedia_1562","7.1m_910",,"0","Arctech Helsinki Shipyard","shoppers drug mart","Arctech Helsinki Shipyard","shoppers drug mart","0.16000000000000003","0.16000000000000003"
"WekaMatchingRule","dbpedia_6872","7.1m_1626",,"0","Iliad SA","niit technologies limited","Iliad SA","niit technologies limited","0.16000000000000003","0.16000000000000003"
"WekaMatchingRule","dbpedia_6884","7.1m_330",,"0","Meredith Corporation","cerner corporation","Meredith Corporation","cerner corporation","0.7","0.7"
"WekaMatchingRule","dbpedia_1472","7.1m_1265",,"0","Macfarlane Group","entergy","Macfarlane Group","entergy","0.125","0.125"
"WekaMatchingRule","dbpedia_1149","7.1m_211",,"0","INKAS","social security administration","INKAS","social security administration","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","dbpedia_2929","7.1m_1322",,"0","DLR Group","allstate financial","DLR Group","allstate financial","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_1495","7.1m_102333","0.0109375",,"Localiza","lotame","Localiza","lotame","0.375","0.375"
"WekaMatchingRule","dbpedia_5379","7.1m_23786","0.0109375",,"Comerica","consensys","Comerica","consensys","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_2273","7.1m_1537",,"0","Japan Steel Works","ntpc","Japan Steel Works","ntpc","0.11764705882352944","0.11764705882352944"
"WekaMatchingRule","dbpedia_2402","7.1m_237","1.0","1","The Walt Disney Company","the walt disney company","The Walt Disney Company","the walt disney company","1.0","1.0"
"WekaMatchingRule","dbpedia_1377","7.1m_1006",,"0","Positivo Tecnologia","american eagle outfitters","Positivo Tecnologia","american eagle outfitters","0.12","0.12"
"WekaMatchingRule","dbpedia_5317","7.1m_76241","0.0109375",,"Nichicon","niksun","Nichicon","niksun","0.375","0.375"
"WekaMatchingRule","dbpedia_5251","7.1m_609","1.0","1","General Mills","general mills","General Mills","general mills","1.0","1.0"
"WekaMatchingRule","dbpedia_2648","7.1m_1682",,"0","Saks, Inc.","university medical center groningen","Saks, Inc.","university medical center groningen","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","dbpedia_3062","7.1m_659","1.0","1","Mastercard","mastercard","Mastercard","mastercard","1.0","1.0"
"WekaMatchingRule","dbpedia_2188","7.1m_8815","0.0109375",,"Ansul","antalis","Ansul","antalis","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","dbpedia_3135","7.1m_1883",,"0","Unionbank","airgas","Unionbank","airgas","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","dbpedia_2640","7.1m_1710","1.0","1","Praxair","praxair","Praxair","praxair","1.0","1.0"
"WekaMatchingRule","dbpedia_6258","7.1m_1861",,"0","IberiaBank","western university","IberiaBank","western university","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","dbpedia_6708","7.1m_1660","1.0","1","Freddie Mac","freddie mac","Freddie Mac","freddie mac","1.0","1.0"
"WekaMatchingRule","dbpedia_1295","7.1m_214",,"0","Penny (supermarket)","thales","Penny (supermarket)","thales","0.10526315789473684","0.10526315789473684"
"WekaMatchingRule","dbpedia_6682","7.1m_25841","0.0109375",,"Altana","alpro","Altana","alpro","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_2594","7.1m_1858",,"0","Energy Transfer Partners","psav","Energy Transfer Partners","psav","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","dbpedia_5573","7.1m_490",,"0","IHI Corporation","lear corporation","IHI Corporation","lear corporation","0.75","0.75"
"WekaMatchingRule","dbpedia_347","7.1m_1448",,"0","Komus (company)","primark stores limited","Komus (company)","primark stores limited","0.13636363636363635","0.13636363636363635"
"WekaMatchingRule","dbpedia_4226","7.1m_469",,"0","Frontier Communications","charter communications","Frontier Communications","charter communications","0.782608695652174","0.782608695652174"
"WekaMatchingRule","dbpedia_6508","7.1m_1531",,"0","NCBA Bank Rwanda","stanford health care","NCBA Bank Rwanda","stanford health care","0.15000000000000002","0.15000000000000002"
"WekaMatchingRule","dbpedia_138","7.1m_1664","1.0","1","Tupperware Brands","tupperware brands","Tupperware Brands","tupperware brands","1.0","1.0"
"WekaMatchingRule","dbpedia_6287","7.1m_388",,"0","Mindspeed Technologies","indite technologies","Mindspeed Technologies","indite technologies","0.7727272727272727","0.7727272727272727"
"WekaMatchingRule","dbpedia_2664","7.1m_26362","0.0109375",,"Saladworks","safege","Saladworks","safege","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","dbpedia_4107","7.1m_43527","0.0109375",,"Cognizant","conrail","Cognizant","conrail","0.4444444444444444","0.4444444444444444"
"WekaMatchingRule","dbpedia_2105","7.1m_840",,"0","USG Corporation","harris corporation","USG Corporation","harris corporation","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_3631","7.1m_354",,"0","JEOL","sabic","JEOL","sabic","0.0","0.0"
"WekaMatchingRule","dbpedia_5978","7.1m_1880",,"0","VF Corporation","bose corporation","VF Corporation","bose corporation","0.75","0.75"
"WekaMatchingRule","dbpedia_1359","7.1m_724",,"0","BOE Technology","va medical center","BOE Technology","va medical center","0.11764705882352944","0.11764705882352944"
"WekaMatchingRule","dbpedia_1109","7.1m_734",,"0","Shurtape Technologies","ca technologies","Shurtape Technologies","ca technologies","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_534","7.1m_1972",,"0","Man Group","uba group","Man Group","uba group","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_5720","7.1m_164604","0.0109375",,"Mothercare","movio","Mothercare","movio","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","dbpedia_5512","7.1m_288","1.0","1","Banco do Brasil","banco do brasil","Banco do Brasil","banco do brasil","1.0","1.0"
"WekaMatchingRule","dbpedia_6381","7.1m_133217","0.0109375",,"SUMCO","supertech","SUMCO","supertech","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_4021","7.1m_695",,"0","Ramsay Health Care","aurora health care","Ramsay Health Care","aurora health care","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_2755","7.1m_1325","1.0","1","RBC Capital Markets","rbc capital markets","RBC Capital Markets","rbc capital markets","1.0","1.0"
"WekaMatchingRule","dbpedia_6443","7.1m_422",,"0","Haynes International","magna international","Haynes International","magna international","0.8","0.8"
"WekaMatchingRule","dbpedia_5460","7.1m_1250",,"0","Bernina International","harman international","Bernina International","harman international","0.7619047619047619","0.7619047619047619"
"WekaMatchingRule","dbpedia_4099","7.1m_57649","0.0109375",,"Cartamundi","cartesian","Cartamundi","cartesian","0.4","0.4"
"WekaMatchingRule","dbpedia_4000","7.1m_157",,"0","NB Power","continental","NB Power","continental","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","dbpedia_3","7.1m_1880",,"0","APA Corporation","bose corporation","APA Corporation","bose corporation","0.75","0.75"
"WekaMatchingRule","dbpedia_2141","7.1m_710","0.0109375","0","Naturgy","natura","Naturgy","natura","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","dbpedia_1673","7.1m_1408","1.0","1","Wärtsilä","wärtsilä","Wärtsilä","wärtsilä","1.0","1.0"
"WekaMatchingRule","dbpedia_1761","7.1m_1280","1.0","1","Bank of China","bank of china","Bank of China","bank of china","1.0","1.0"
"WekaMatchingRule","dbpedia_319","7.1m_271",,"0","Collins Foods","hca","Collins Foods","hca","0.0","0.0"
"WekaMatchingRule","dbpedia_5034","7.1m_1195",,"0","MinterEllison","commonwealth of massachusetts","MinterEllison","commonwealth of massachusetts","0.13793103448275867","0.13793103448275867"
"WekaMatchingRule","dbpedia_1796","7.1m_500",,"0","FairPoint Communications","heineken","FairPoint Communications","heineken","0.125","0.125"
"WekaMatchingRule","dbpedia_5446","7.1m_132890","0.0109375",,"Alstom","altel","Alstom","altel","0.5","0.5"
"WekaMatchingRule","dbpedia_2293","7.1m_17124","0.0109375",,"Landsbankinn","lala","Landsbankinn","lala","0.25","0.25"
"WekaMatchingRule","dbpedia_1962","7.1m_173","1.0","1","AECOM","aecom","AECOM","aecom","1.0","1.0"
"WekaMatchingRule","dbpedia_1880","7.1m_1479",,"0","Wacom","ncc","Wacom","ncc","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","dbpedia_4968","7.1m_330",,"0","Southern Copper Corporation","cerner corporation","Southern Copper Corporation","cerner corporation","0.6296296296296297","0.6296296296296297"
"WekaMatchingRule","dbpedia_4445","7.1m_53686","0.0109375",,"TeleMessage","techland","TeleMessage","techland","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","dbpedia_987","7.1m_632",,"0","Cox Communications","reliance communications","Cox Communications","reliance communications","0.6521739130434783","0.6521739130434783"
"WekaMatchingRule","dbpedia_5696","7.1m_27591","0.0109375",,"PepsiCo","peopleready","PepsiCo","peopleready","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","dbpedia_5300","7.1m_12836","0.0109375",,"Telelogic","texaco","Telelogic","texaco","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_2026","7.1m_109",,"0","Precigen","thomson reuters","Precigen","thomson reuters","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","dbpedia_474","7.1m_452",,"0","Beacon Building Products","teksystems","Beacon Building Products","teksystems","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","dbpedia_2670","7.1m_1190","1.0","1","Landmark Group","landmark group","Landmark Group","landmark group","1.0","1.0"
"WekaMatchingRule","dbpedia_2435","7.1m_1778","1.0","1","Hub International","hub international","Hub International","hub international","1.0","1.0"
"WekaMatchingRule","dbpedia_4565","7.1m_228","0.0109375","0","LifeScan","lifespan","LifeScan","lifespan","0.875","0.875"
"WekaMatchingRule","dbpedia_3896","7.1m_1691","1.0","1","Savills","savills","Savills","savills","1.0","1.0"
"WekaMatchingRule","dbpedia_1934","7.1m_281",,"0","Mexican Restaurants, Inc.","axis bank","Mexican Restaurants, Inc.","axis bank","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","dbpedia_1765","7.1m_169",,"0","Serneke","bt","Serneke","bt","0.0","0.0"
"WekaMatchingRule","dbpedia_3855","7.1m_1526",,"0","Alicorp","ochsner health system","Alicorp","ochsner health system","0.09523809523809523","0.09523809523809523"
"WekaMatchingRule","dbpedia_4047","7.1m_671",,"0","Zumiez","northwell health","Zumiez","northwell health","0.0625","0.0625"
"WekaMatchingRule","dbpedia_2184","7.1m_1054",,"0","Yum China","gsa","Yum China","gsa","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_1207","7.1m_310",,"0","PCC SE","psa peugeot citroën","PCC SE","psa peugeot citroën","0.1578947368421053","0.1578947368421053"
"WekaMatchingRule","dbpedia_6766","7.1m_221",,"0","Kanbay","prefeitura municipal","Kanbay","prefeitura municipal","0.15000000000000002","0.15000000000000002"
"WekaMatchingRule","dbpedia_1366","7.1m_67","1.0","1","BP","bp","BP","bp","1.0","1.0"
"WekaMatchingRule","dbpedia_6626","7.1m_1995",,"0","DTP Entertainment","con edison","DTP Entertainment","con edison","0.23529411764705888","0.23529411764705888"
"WekaMatchingRule","dbpedia_4024","7.1m_66686","0.0109375",,"Realogy","redpack","Realogy","redpack","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","dbpedia_5014","7.1m_683","1.0","1","Ingram Micro","ingram micro","Ingram Micro","ingram micro","1.0","1.0"
"WekaMatchingRule","dbpedia_4433","7.1m_1544",,"0","Performance Technologies","fmc technologies","Performance Technologies","fmc technologies","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_893","7.1m_916",,"0","Arotech Corporation","parsons corporation","Arotech Corporation","parsons corporation","0.6842105263157895","0.6842105263157895"
"WekaMatchingRule","dbpedia_6114","7.1m_1267","0.0109375","0","Transpetro","transnet","Transpetro","transnet","0.7","0.7"
"WekaMatchingRule","dbpedia_193","7.1m_997","1.0","1","Natixis","natixis","Natixis","natixis","1.0","1.0"
"WekaMatchingRule","dbpedia_4904","7.1m_19994","0.0109375",,"Devro","defense","Devro","defense","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","dbpedia_811","7.1m_144886","0.0109375",,"Suning.com","super8","Suning.com","super8","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","dbpedia_575","7.1m_1808",,"0","PECO-InspX","orlando health","PECO-InspX","orlando health","0.0714285714285714","0.0714285714285714"
"WekaMatchingRule","dbpedia_1359","7.1m_732",,"0","BOE Technology","micron technology","BOE Technology","micron technology","0.7058823529411764","0.7058823529411764"
"WekaMatchingRule","dbpedia_6347","7.1m_34",,"0","Equity Bank (United States)","vodafone","Equity Bank (United States)","vodafone","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_2576","7.1m_1716",,"0","ACE Aviation Holdings","u.s. army network enterprise technology command","ACE Aviation Holdings","u.s. army network enterprise technology command","0.19148936170212771","0.19148936170212771"
"WekaMatchingRule","dbpedia_1817","7.1m_83597","0.0109375",,"Maccaferri","makrocare","Maccaferri","makrocare","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","dbpedia_2173","7.1m_17266","0.0109375",,"Anritsu","anvisa","Anritsu","anvisa","0.5714285714285714","0.5714285714285714"
"WekaMatchingRule","dbpedia_6312","7.1m_165100","0.0109375",,"Semitan","servosa","Semitan","servosa","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","dbpedia_5374","7.1m_57779","0.0109375",,"Coles Supermarkets","countrywide surveyors","Coles Supermarkets","countrywide surveyors","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","dbpedia_1494","7.1m_165",,"0","Hokuetsu Corporation","carrefour","Hokuetsu Corporation","carrefour","0.15000000000000002","0.15000000000000002"
"WekaMatchingRule","dbpedia_1547","7.1m_771",,"0","Zotter Schokoladen Manufaktur","luxottica","Zotter Schokoladen Manufaktur","luxottica","0.10344827586206895","0.10344827586206895"
"WekaMatchingRule","dbpedia_668","7.1m_1422",,"0","Target Corporation","amc","Target Corporation","amc","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_5816","7.1m_8974","0.0109375",,"DeNA","dexcom","DeNA","dexcom","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_5500","7.1m_163310","0.0109375",,"Tripadvisor","trilux","Tripadvisor","trilux","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","dbpedia_1128","7.1m_785",,"0","Exelixis","meb","Exelixis","meb","0.125","0.125"
"WekaMatchingRule","dbpedia_1674","7.1m_44811","0.0109375",,"Wirecard","wipak","Wirecard","wipak","0.375","0.375"
"WekaMatchingRule","dbpedia_1402","7.1m_50132","0.0109375",,"Scalpers","sciopeng","Scalpers","sciopeng","0.5","0.5"
"WekaMatchingRule","dbpedia_6191","7.1m_1146",,"0","Nucleus Software Exports","general dynamics","Nucleus Software Exports","general dynamics","0.125","0.125"
"WekaMatchingRule","dbpedia_2071","7.1m_517",,"0","Edenor","telenor","Edenor","telenor","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","dbpedia_714","7.1m_1960",,"0","Erste Group","kier group","Erste Group","kier group","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","dbpedia_1927","7.1m_251","1.0","1","Mayo Clinic","mayo clinic","Mayo Clinic","mayo clinic","1.0","1.0"
"WekaMatchingRule","dbpedia_3928","7.1m_1624",,"0","AbbVie","entel","AbbVie","entel","0.0","0.0"
"WekaMatchingRule","dbpedia_3816","7.1m_1250",,"0","ASM International","harman international","ASM International","harman international","0.8","0.8"
"WekaMatchingRule","dbpedia_1277","7.1m_1898",,"0","Mentor Graphics","telkomsel","Mentor Graphics","telkomsel","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","dbpedia_3626","7.1m_1516",,"0","Seven & I Holdings","clemson university","Seven & I Holdings","clemson university","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","dbpedia_454","7.1m_1782",,"0","Trane Technologies","united technologies","Trane Technologies","united technologies","0.736842105263158","0.736842105263158"
"WekaMatchingRule","dbpedia_3812","7.1m_129","1.0","1","Telefónica","telefónica","Telefónica","telefónica","1.0","1.0"
"WekaMatchingRule","dbpedia_1746","7.1m_1751",,"0","TDG Limited","niit limited","TDG Limited","niit limited","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_2143","7.1m_490",,"0","NTN Corporation","lear corporation","NTN Corporation","lear corporation","0.75","0.75"
"WekaMatchingRule","dbpedia_1416","7.1m_1524",,"0","Internap","saudi arabian airlines","Internap","saudi arabian airlines","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","dbpedia_2136","7.1m_681",,"0","Lorillard Tobacco Company","home depot","Lorillard Tobacco Company","home depot","0.12","0.12"
"WekaMatchingRule","dbpedia_2304","7.1m_651","1.0","1","Royal Mail","royal mail","Royal Mail","royal mail","1.0","1.0"
"WekaMatchingRule","dbpedia_1724","7.1m_293",,"0","GSE Systems","epam systems","GSE Systems","epam systems","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_6864","7.1m_110",,"0","Ikarbus","ministerio de educación","Ikarbus","ministerio de educación","0.13043478260869568","0.13043478260869568"
"WekaMatchingRule","dbpedia_1401","7.1m_52420","0.0109375",,"Sanoma","safy","Sanoma","safy","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_3494","7.1m_266",,"0","Brown–Forman","adidas","Brown–Forman","adidas","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","dbpedia_100","7.1m_1958",,"0","Agricultural Bank of China","wayfair","Agricultural Bank of China","wayfair","0.11538461538461542","0.11538461538461542"
"WekaMatchingRule","dbpedia_4790","7.1m_4271","0.0109375",,"Commvault","coop","Commvault","coop","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","dbpedia_4054","7.1m_1614",,"0","Fingersoft","mary kay idependent consultant","Fingersoft","mary kay idependent consultant","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","dbpedia_4340","7.1m_97352","0.0109375",,"Skrill","skrine","Skrill","skrine","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_1101","7.1m_1116","1.0","1","Bank of the West","bank of the west","Bank of the West","bank of the west","1.0","1.0"
"WekaMatchingRule","dbpedia_216","7.1m_125",,"0","Stamps.com","posteamos.com","Stamps.com","posteamos.com","0.6923076923076923","0.6923076923076923"
"WekaMatchingRule","dbpedia_3833","7.1m_132880","0.0109375",,"WesBanco","webloyalty","WesBanco","webloyalty","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","dbpedia_5827","7.1m_1714",,"0","EBSCO Industries","abm industries","EBSCO Industries","abm industries","0.75","0.75"
"WekaMatchingRule","dbpedia_1714","7.1m_928",,"0","GEA Group","mindtree","GEA Group","mindtree","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_5698","7.1m_694",,"0","TCF Financial Corporation","msd","TCF Financial Corporation","msd","0.0","0.0"
"WekaMatchingRule","dbpedia_3447","7.1m_892","1.0","1","Arthur J. Gallagher & Co.","arthur j. gallagher & co.","Arthur J. Gallagher & Co.","arthur j. gallagher & co.","1.0","1.0"
"WekaMatchingRule","dbpedia_4542","7.1m_694",,"0","Acme Packet","msd","Acme Packet","msd","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","dbpedia_5781","7.1m_449",,"0","SNC-Lavalin","promsvyaznedvizhimost","SNC-Lavalin","promsvyaznedvizhimost","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","dbpedia_2204","7.1m_1179","1.0","1","Forever 21","forever 21","Forever 21","forever 21","1.0","1.0"
"WekaMatchingRule","dbpedia_539","7.1m_76827","0.0109375",,"Mandom","makerbot®","Mandom","makerbot®","0.33333333333333337","0.33333333333333337"
