db_id,sevM_id,label
dbpedia_464,7.1m_662,False
dbpedia_1785,7.1m_1158,False
dbpedia_5692,7.1m_1950,False
dbpedia_305,7.1m_1103,False
dbpedia_6623,7.1m_186,False
dbpedia_5347,7.1m_1047,False
dbpedia_4654,7.1m_1431,False
dbpedia_6559,7.1m_788,False
dbpedia_511,7.1m_448,False
dbpedia_4474,7.1m_271,False
dbpedia_1338,7.1m_58,False
dbpedia_1729,7.1m_508,False
dbpedia_4047,7.1m_671,False
dbpedia_6455,7.1m_720,False
dbpedia_5912,7.1m_1355,False
dbpedia_3809,7.1m_1769,False
dbpedia_361,7.1m_1163,False
dbpedia_5473,7.1m_579,False
dbpedia_4303,7.1m_202,False
dbpedia_6839,7.1m_1074,False
dbpedia_985,7.1m_191,False
dbpedia_1235,7.1m_915,False
dbpedia_2987,7.1m_767,False
dbpedia_3564,7.1m_74,False
dbpedia_5963,7.1m_73,False
dbpedia_3744,7.1m_815,False
dbpedia_5140,7.1m_171,False
dbpedia_1765,7.1m_169,False
dbpedia_4966,7.1m_76,False
dbpedia_1059,7.1m_443,False
dbpedia_3778,7.1m_1327,False
dbpedia_5698,7.1m_694,False
dbpedia_3631,7.1m_354,False
dbpedia_3481,7.1m_220,False
dbpedia_4706,7.1m_1536,False
dbpedia_6076,7.1m_45,False
dbpedia_1150,7.1m_48,False
